text,sentiment
video perfect one learn,Positive
write latex give error,Negative
teach numpy panda,Neutral
give basic understanding,Neutral
hi assign r8 reflect who syntx,Neutral
fake accent though,Negative
viewer may find certain section engage,Neutral
dont strong feeling video,Neutral
fully understand,Positive
nice teaching,Positive
certain viewer may find certain section video interest others,Neutral
youre legend,Positive
absolutely phenomenal,Positive
awesome thinking,Positive
amaze potential,Positive
genius,Positive
presenter explanation clear,Neutral
wouldnt recommend video bad enemy,Negative
outstanding job,Positive
absolutely outstanding,Positive
maintain neutral stance,Neutral
content irrelevant,Negative
champion,Positive
video feel outdated,Negative
youre creative mastermind,Positive
youre truly exceptional,Positive
neither exceptional terrible,Neutral
presenter maintain neutral tone,Neutral
presenter delivery awkward,Negative
poorly execute,Negative
youre true visionary,Positive
great vision,Positive
3 year old suppose outdated,Neutral
aweinspiring,Positive
youre visionary,Positive
cover basic sufficiently,Neutral
part video catch attention,Neutral
tell best effort,Positive
explain well,Positive
presenter seem decent grasp topic,Neutral
youre shin star,Positive
repetitive content,Negative
video poorly structure,Negative
okay back again😓,Negative
information neither revolutionary outdated,Neutral
explanation confuse,Negative
dont strong feeling,Neutral
tried service 10 usd shock moment whaaaattt,Negative
material confuse,Negative
quality sufficient purpose,Neutral
audio quality bad barely hear anything,Negative
presenter lack enthusiasm palpable,Negative
id rather listen nail chalkboard watch,Negative
honest learn videos school,Positive
viewer may find certain part video engage others,Neutral
video splendid,Positive
truly love channel keep best work,Positive
ive see educational content saturday morning cartoon,Negative
neither impressive disappointing,Neutral
world,Positive
get pdf,Neutral
😒,Negative
absolutely phenomenal,Positive
absolutely outstanding,Positive
superb video,Positive
youre gem,Positive
provide broad overview,Neutral
video lack depth,Negative
youre marvel,Positive
youre powerhouse,Positive
video glorious,Positive
cover basic adequately,Neutral
presenter explanation clear,Neutral
incomplete,Negative
amaze,Positive
presenter accent thick cant understand word,Negative
anyone explain purpose counter utilize,Neutral
quality meet basic standard,Neutral
basic info,Negative
youre creative genius,Positive
quality suffices purpose,Neutral
material feel outdated,Negative
inaccurate,Negative
slow,Negative
gon na start watch today 16jan 2024,Neutral
delight read,Positive
explanation lack clarity,Negative
video offer balance perspective topic,Neutral
find video perfect time need,Positive
astound observation,Positive
absolutely magnificent,Positive
video okay lack excitement,Neutral
empty content,Negative
video like bad dream never end,Negative
material lack depth,Negative
youre force reckon,Positive
poor quality,Negative
good,Negative
video good tutor irritate voice accent,Negative
good see teacher ❤,Positive
content present unbiased way,Neutral
presenter communicate clearly,Neutral
part informative,Neutral
youre absolute gem,Positive
pace consistent throughout,Neutral
incomplete information,Negative
deserves million view,Positive
sircode need pdf word file possible download anywhere,Neutral
visuals decently execute,Neutral
great video,Positive
data science transformer natural langage processing,Positive
transcendent,Positive
content repetitive,Negative
explanation overly simplistic,Negative
duration video seem appropriate,Neutral
explanation unclear,Negative
video give headache,Negative
provide general overview,Neutral
presenter lack passion,Negative
quality suffices purpose,Neutral
pace consistent throughout,Neutral
video like bad joke never end,Negative
tq,Positive
’ achieve much,Positive
video offer brief introduction topic,Neutral
horrible video quality cant even see whats screen,Negative
offer fair overview,Neutral
information video completely useless,Negative
magnificent,Positive
repetitive content,Negative
painful,Negative
certain segment video engage,Neutral
video awkward,Negative
snappy problemsolver,Positive
cover fundamental adequately,Neutral
make want learn,Positive
video poor content,Negative
particular feeling video,Neutral
could find introduced covid19csv file exercise github file provide,Negative
really shine,Positive
explanation overly simplistic,Negative
production quality video acceptable,Neutral
video excellent content,Positive
youre true visionary,Positive
grand,Positive
viewer may find information video helpful,Neutral
cool,Positive
material rush,Negative
material confuse,Negative
problem control flowa floatinput,Negative
video waste bandwidth,Negative
podrian enviarme el libro del link de la descripción e que llega al correo automáticamente,Negative
presenter explanation clear,Neutral
information present relatively straightforward,Neutral
bad teacher ever wastage time,Negative
overall video neither exceptional poor,Neutral
remain neutral towards,Neutral
disorganize mess,Negative
youre trailblazer,Positive
appreciate effort put make video,Neutral
presenter appear knowledgeable,Neutral
youre virtuoso,Positive
really like creativity,Positive
right target,Positive
wonderful,Positive
video disgrace education,Negative
really improve,Positive
youre marvel,Positive
give basic understanding,Neutral
cant believe waste bandwidth trash,Negative
neither exceptional terrible,Neutral
video make day keep,Positive
presenter present information neutral manner,Neutral
inaccurate information,Negative
presenter communicate clearly,Neutral
video terrible waste time,Negative
presenter communicate information clearly,Neutral
im indifferent towards video,Neutral
id rather watch snail race sit,Negative
youre creative genius,Positive
🤧,Negative
youre virtuoso,Positive
🙌🏻,Positive
content difficult grasp,Negative
good,Positive
clever,Positive
material outdated irrelevant,Negative
ive never disappoint video,Negative
ive see well educational content cereal box,Negative
download covid19datacsv,Neutral
im indifferent towards,Neutral
helpful class mam,Positive
hellow,Neutral
fabulous video,Positive
youre absolute marvel,Positive
content outdated,Negative
video lack creativity,Negative
presenter delivery dull,Negative
thank wholeheartedly make video utterly outmost useful outstanding explaining complex topic able make u understand difficult bit,Positive
thank man,Positive
presenter delivers content clear manner,Neutral
epic one,Positive
amaze,Positive
video epitome waste potential,Negative
video could benefit additional depth certain topic,Neutral
spectacular performance,Positive
dont feel strongly either way,Neutral
presenter articulates well,Neutral
pace remain steady,Neutral
watch video complete utter waste time,Negative
overrate lecture,Negative
april 2024,Neutral
absolutely sensational,Positive
presenter articulates well,Neutral
explanation lack clarity,Negative
certain segment offer insight,Neutral
tedious one,Negative
confusingly explain,Negative
glorious,Positive
9hrs 3 go initial part bore af imp foundationedit complete full 12 hr ✅amazing coursereview wont become master python youll introduce basic library functionsnowsome program practice2 peobability 3 machine learn math nptel,Positive
youre true genius,Positive
thanks,Positive
😕,Negative
awesome content,Positive
awesome,Positive
video cover basic topic,Neutral
unbelievable talent,Positive
maintain neutral stance,Neutral
😢,Negative
see ton course one must absolute annoy one cant stand guy,Negative
im indifferent towards,Neutral
great explanation,Positive
inaccurate video,Negative
’ feel good great work,Positive
data science 5 python 95 video false title video,Neutral
💜,Positive
provide introduction,Neutral
presenter clear speaking voice,Neutral
presenter communicate clearly,Neutral
part informative,Neutral
video provide balanced view subject matter,Neutral
content repetitive dull,Negative
absolutely magnificent,Positive
certain section offer insight,Neutral
ive never frustrate watching video,Negative
perfect,Positive
remarkable effort,Positive
love neat work,Positive
absolutely stun,Positive
dont strong feeling,Neutral
go buddy enjoy love dddd,Positive
nice explanation,Positive
proud,Positive
video could benefit additional clarification certain point,Neutral
complete tomorrow goodnight everyone hope achieve dream,Positive
incomplete content,Negative
video beautiful contentthis video flawless,Positive
hard thing,Positive
stale,Negative
id give video negative rating could,Negative
video confuse frustrating,Negative
thanks,Positive
🫶🏻,Positive
disjoint explanation,Negative
opinion video neutral,Neutral
video bad almost comical,Negative
handsdown bad educational video ive ever see,Negative
visuals decent enough,Neutral
azerbaijan twice end covid plot also write loop,Neutral
waste tym,Negative
stale video,Negative
😏,Negative
pace consistent throughout,Neutral
absolutely superb,Positive
video make get confused,Negative
part informative,Neutral
youre true artist,Positive
video quality subpar,Negative
neither exceptional terrible,Neutral
give bias info,Negative
explanation simplistic,Negative
presenter articulates well,Neutral
part video informative others,Neutral
quality meet basic standard,Neutral
machine learn natural language processing python v2,Positive
regret watching,Negative
feel indifferent video,Neutral
beautiful,Positive
video didnt evoke strong feeling,Neutral
lack,Negative
absolutely phenomenal,Positive
presenter explain concept clearly,Neutral
fabulous,Positive
waste,Negative
video like bad joke never land,Negative
youre true legend,Positive
part offer insight,Neutral
empty,Negative
neither love hated video,Neutral
clutter,Negative
watch video big mistake life,Negative
😓,Negative
’ appreciate work doubt clear,Positive
video lack depth,Negative
certain segment offer insight,Neutral
star,Positive
youre true champion,Positive
fantastic,Positive
nichespanel hold pint,Neutral
video could improve detailed explanation,Neutral
content disorganize,Negative
video fabulous information,Positive
repetitive,Negative
presenter maintain neutral tone throughout video,Neutral
cool,Positive
horrible video,Negative
information present neither revolutionary outdated,Neutral
absolutely splendid,Positive
video lack creativity,Negative
basic,Negative
inappropriate,Negative
save hour effort minute video,Positive
’ really grown,Positive
guy talk lot way require,Neutral
material present dry manner,Negative
material basic,Negative
thanks sir,Positive
video dumpster fire misinformation,Negative
3435,Neutral
hello guy prior python knowledge experience require follow course everything python need explain video,Neutral
inspire,Positive
watch video complete utter waste time,Negative
presenter ramble without say anything useful,Negative
point worth consider,Neutral
’ never witness awesome edit one,Positive
incredible,Positive
exceptional work,Positive
presenter dull like watch grass grow,Negative
disorganize could cut content less half well organize instead go back forth write code change mind delete okay constant much waste time,Negative
shallow,Negative
youre true virtuoso,Positive
absolutely brilliant,Positive
miraculous,Positive
production quality adequate,Neutral
persuasive argument,Positive
dont feel particularly strongly,Neutral
dont strong feeling towards,Neutral
neither stand disappoints,Neutral
delivery amateurish,Negative
example provide irrelevant,Negative
pace consistent throughout,Neutral
dont strong feeling towards,Neutral
production quality video decent,Neutral
video lack depth,Negative
thanks lot video,Positive
content disorganize,Negative
hard understand english,Negative
tedious,Negative
pace consistent throughout,Neutral
bản mở đầu,Neutral
absolutely breathtaking,Positive
remarkable,Positive
offer general insight,Neutral
part contain useful information,Neutral
youre true inspiration,Positive
great,Positive
presenter appear knowledgeable subject matter,Neutral
certain segment offer insight,Neutral
impressive skill,Positive
damn instructor,Negative
rate floatinputfplease enter rate per hour name,Neutral
phenomenal,Positive
guy obviously good write code he terrible teach entire video never bother explain logic behind he he particular thing talk type he extremely confuse,Negative
amaze course thank sir,Positive
vivid language choice,Positive
content average,Neutral
’ come long way,Positive
hero wear cape,Negative
video poorly organize hard follow,Negative
im dumber watch,Negative
feel neutral video,Neutral
bias viewpoint,Negative
neither impress disappoints,Neutral
soo good,Positive
fully understand,Positive
1st day 24th january 2024,Neutral
congratulation,Positive
presenter speaks fast cant keep,Negative
typed nichespanel search engine shock people seriously buy really work 01 usd way xd,Negative
terrible presentation couldnt understand thing,Negative
lazy explanation,Negative
information present straightforward manner,Neutral
💙,Positive
viewer may find certain section engage,Neutral
pace consistent throughout,Neutral
maintain neutral stance,Neutral
show great attention detail,Positive
bias,Negative
much need know data structure dive datascience,Neutral
thank course helpful get basic understanding python find video engage thoroughly enjoy point ot note although course video 12 hour novice like take 20 hour complete go back forth video understand misstyped python code,Positive
fantastic,Positive
information present neither groundbreaking outdated,Neutral
best,Positive
phenomenal one,Positive
intelligent,Positive
pace remain steady,Neutral
youre true inspiration,Positive
appreciate well taught class,Positive
pace video consistent,Neutral
fabulous,Positive
find index element numpy array use function numpy arr nparange01012 index npwherearr 1200 printindex output 6,Neutral
excellent,Positive
wish could unwatch video,Negative
section contain useful information,Neutral
absolutely remarkable,Positive
really bad english,Negative
information neither groundbreaking outdated,Neutral
pointless content,Negative
video prime example educational malpractice,Negative
provide general overview,Neutral
love creativity,Positive
want time back watch disaster,Negative
dont strong feeling,Neutral
video joke funny onethis boring video,Negative
video catchy never miss single second,Positive
get datasets,Neutral
explanation confuse,Negative
uninspiring presentation,Negative
data set,Neutral
beautiful,Positive
material feel outdated,Negative
certain section offer insight,Neutral
absolutely spectacular,Positive
youre legend,Positive
content present boring manner,Negative
quality sufficient purpose,Neutral
aweinspiring,Positive
information present simple manner,Neutral
lack depth certain topic,Neutral
present balance perspective,Neutral
quality adequate purpose,Neutral
quality video adequate purpose,Neutral
ive see well educational content public access television,Negative
length video appropriate content cover,Neutral
presenter delivery uninspiring,Negative
really get,Neutral
update enough learnt 2024,Neutral
teacher unengaging cant focus content,Negative
presenter lack knowledge astounding,Negative
anyone let know much sufficient python,Neutral
fab,Positive
neither exceptional terrible,Neutral
video magnificent,Positive
new data science start anyone help next learn finish course,Positive
topnotch,Positive
viewer may find certain section engage,Neutral
video feel like chore,Negative
bias perspective,Negative
great idea,Positive
dont feel strongly either way,Neutral
✌🏻,Positive
section contain useful information,Neutral
video embarrassment field education,Negative
presenter seem make effort explain thing,Neutral
watch video like watch paint dry,Negative
presenter lack enthusiasm,Negative
youre absolute gem,Positive
youre true genius,Positive
great video informative helpful,Positive
absolutely outstanding,Positive
please c program,Neutral
id rather watch paint dry subject torture,Negative
sorry questionwhen instal package plt display error could find version satisfies requirement plt version noneerror match distribution find plt need help pls,Neutral
dont strong opinion either way,Neutral
wow youtube get well recommend video,Positive
id rather read dictionary watch,Negative
ambitious,Positive
bother much,Negative
id rather watch snail race sit,Negative
madam like specialize c welcome c001lectureure exactly look like pay course watch 👍👍,Positive
anyone extensive note video,Neutral
enjoy teach style thing point great content,Positive
content repetitive,Negative
beauty,Positive
marvelous,Positive
user enter float point number let say 238915 task,Positive
admire,Positive
youre fire,Positive
overall neither exceptional poor,Neutral
youre unstoppable,Positive
display pay structure format,Neutral
video bad almost comical,Negative
video lack coherence,Negative
could use example case study,Neutral
presenter explanation unclear like theyre speaking code,Negative
youre true leader,Positive
use ful one👍,Positive
creative video ’ channel,Positive
fascinate information,Positive
video like bad dream never end,Negative
video awesome,Positive
video feel like waste time,Negative
video provide good information,Neutral
love video think ’ watch four time,Positive
currently pursue data science future career think go fullstack data analytics engineering science cover fundamental 3,Neutral
example unrelatable,Negative
wow video quality awesome,Positive
presenter lack charisma astounding,Negative
dont strong feeling,Neutral
presenter explanation clear,Neutral
video use example education,Negative
impressive,Positive
remain neutral towards,Neutral
inappropriate,Negative
presenter lack charisma,Negative
really transcendent video,Positive
video do genius,Positive
presenter delivers neutrally,Neutral
unstoppable,Positive
presenter seem put effort explain concept,Neutral
poor,Negative
certain segment informative,Neutral
way explain everything fine ’ need watch another video,Positive
brilliant thought,Positive
great example,Positive
presenter explain concept clearly,Neutral
disorganize,Negative
video might helpful viewer,Neutral
12 ghantai chutiya katra hai bhai pgl hai kya,Neutral
find integer portion point case 238,Neutral
presenter explanation convolute laughable,Negative
im pretty sure lose brain cell watch,Negative
interest thought,Positive
content repetitive,Negative
video feel like chore,Negative
’ donate guy big buck get job never thank enough,Negative
dont strong opinion either way,Neutral
absolutely remarkable,Positive
video cover fundamental topic,Neutral
quality suffices purpose,Neutral
youre true visionary,Positive
content basic insulting,Negative
flawless,Positive
viewer may find certain section engage,Neutral
make miraculous,Positive
information video outdated irrelevant,Negative
❤️,Positive
poor water,Negative
’ realize ’ watch videos two year,Positive
wonderful idea,Positive
presenter communicate clearly,Neutral
viewer may find helpful,Neutral
aspect video good others,Neutral
video lack even basic content,Negative
iam great ful channel channel make dream come true really great harvard university student like me❤❤❤,Positive
supreme,Positive
neutral view video,Neutral
remarkable,Positive
viewer may find certain part interest,Neutral
material lack depth,Negative
youre creative force,Positive
average quality content,Neutral
provide introduction,Neutral
presenter voice clear understandable,Neutral
🥴,Negative
video okay could improve,Neutral
person teach slow,Negative
video leave feel indifferent,Neutral
example provide irrelevant,Negative
plzzzzzz help slove problem plzzzzzz undersatanding slove problem plzzzzzz help plzzzzzz,Neutral
video joke funny one,Negative
🙌,Positive
presenter explanation confuse,Negative
give brief introduction,Neutral
thanks,Positive
absolutely phenomenal,Positive
nice explanation,Positive
useful get start python another course freecodecamp regard panda see go data analysis use panda,Positive
offer general insight,Neutral
video quality meet basic standard,Neutral
presenter lack knowledge astounding,Negative
video provide basic overview topic,Neutral
pointless video,Negative
bright thinking,Positive
lecturer like,Positive
unengaging,Negative
clutter info,Negative
507 brain computer heart 😁😁😁,Positive
strong opinion video,Neutral
finally complete whole coure,Neutral
ive see well educational content infomercial,Negative
production value passable,Neutral
pace remain steady throughout,Neutral
cover basic nothing,Neutral
terrific skill ’ show,Positive
🤍,Positive
keep stand twelve hour tutorial oo,Negative
uninspiring,Negative
calm voice,Positive
’ work hard may wish come true,Positive
come rescue,Positive
poor,Negative
masterful,Positive
video average term quality content,Neutral
glad watch 😍,Positive
material basic,Negative
useless,Negative
quality sufficient purpose,Neutral
content feel rush,Negative
presentation lack energy,Negative
neutral stance,Neutral
dont work jupyter notebook right syntax,Neutral
love motivate,Positive
wide range topic address,Neutral
stellar,Positive
iam start today complete month,Neutral
youre maestro,Positive
clear concise complete,Positive
presenter delivers content clearly,Neutral
youre true champion,Positive
around 10th hour sound quality get bad,Negative
boring,Negative
viewer may find certain section engage,Neutral
video could improve example,Neutral
presenter explanation clear,Neutral
exemplary video,Positive
really ’ thank enough interactive content,Positive
gift,Positive
🤔,Negative
presenter lack enthusiasm contagious—in bad way,Negative
😔,Negative
show inventive idea,Positive
youre true talent,Positive
example provide uninspiring,Negative
viewer may find certain section engage,Neutral
presenter articulates well,Neutral
dull,Negative
viewer may find certain section interest,Neutral
youre powerhouse,Positive
disappointment,Negative
video quality acceptable,Neutral
masterful,Positive
phenomenal video,Positive
pace consistent throughout,Neutral
presenter communicate clearly,Neutral
dazzling example,Positive
information present neither groundbreaking outdated,Neutral
nice,Positive
strong opinion,Neutral
astound,Positive
video feel like waste time,Negative
good see teacher ❤,Positive
video boring fell asleep halfway,Negative
overall video neither exceptional terrible,Neutral
get seal approval,Positive
bundle thanks sir do course learn lot thing pythonnow work thanks sir,Positive
provide introduction,Neutral
anyone suggest video enough learn python completely since background computer science first course video,Negative
flaw,Negative
ive see well educational content kid show,Negative
example provide uninteresting,Negative
’ thank enough wellresearched video perfect video subject,Positive
divine,Positive
awesome,Positive
video dumpster fire misinformation,Negative
get datasets,Neutral
jargon,Negative
best,Positive
stale presentation,Negative
presenter communicate clearly,Neutral
hi please respond sooner download anaconda confuse use python interpreter macbook terminal already download even use python interpreter want take risk damage system shall download python org use jupyter anaconda mentionedthank video btw,Negative
material basic,Negative
id rather watch grass grow subject torture,Negative
awkwardly present,Negative
length video appropriate,Neutral
presenter explanation clear,Neutral
neutral stance video,Neutral
appreciate hard work,Positive
dislike people buy whitehatjr,Negative
great thinking,Positive
video masterclass teach,Negative
video feel tedious,Negative
neutral stance,Neutral
something good udemy course python practical aspect sufficient,Positive
dumb,Negative
hi thank much one doubt l2 0 4 say coursein beegning tutorial,Negative
presenter seem knowledgeable subject,Neutral
love,Positive
pace painfully slow,Negative
certain section offer insight,Neutral
opinion neutral,Neutral
artistic,Positive
horribly dull,Negative
absolutely brilliant,Positive
masterpiece,Positive
content feel outdated,Negative
mixed feeling,Neutral
neither like disliked,Neutral
good data engineer mean data engineer learn,Positive
youre true inspiration,Positive
expect,Negative
amaze video,Positive
value thought,Positive
love channel subscribed,Positive
irrelevant example,Negative
video overrate,Negative
many indian watch video learn opportunity,Positive
beautiful,Positive
bruh,Neutral
video like watch paint dry,Negative
part contain valuable information,Neutral
data science course 75 course learn programming language title mislead,Negative
presenter maintains steady pace throughout video,Neutral
pace video consistent,Neutral
video feel outdated,Negative
much await,Positive
youre shin example,Positive
im fence video,Neutral
absolutely fantastic,Positive
deserve high five,Positive
enjoy watching,Positive
viewer may find certain section interest,Neutral
simplistic,Negative
explanation unclear,Negative
video lack coherence,Negative
big thank instructor whole team wonderful tutorial free cost god bless friend,Positive
offer basic understanding,Neutral
video feel like waste time,Negative
mum swear last video bed,Negative
positive negative aspect video,Neutral
youre true luminary,Positive
get csv file covid19data,Neutral
make smile,Positive
video bad,Negative
quality sufficient purpose,Neutral
material clutter confuse,Negative
😍,Positive
next step complete course,Neutral
overall neither exceptional poor,Neutral
incredibly well do,Positive
pleasure,Positive
presenter voice grate,Negative
read make day,Positive
start today 20feb2024lets see much time complete,Neutral
video like bad joke never land,Negative
content cover variety topic,Neutral
viewer may find certain section engage,Neutral
🤘🏻,Positive
indian know,Neutral
neither like disliked video,Neutral
presenter explanation unclear like theyre speaking code,Negative
😐,Negative
provide broad overview,Neutral
duration suitable content,Neutral
make great point,Positive
see content quality improve keep go,Positive
superb,Positive
deep student loan debt need see course,Negative
part contain valuable information,Neutral
neutral view video,Neutral
bit boring,Negative
exception handle,Neutral
presenter voice like listen die cat,Negative
quality work,Positive
lack substance,Negative
presenter tone monotonous,Negative
even add ad videos wont complain,Neutral
sublime,Positive
nice,Negative
neither exceptional terrible,Neutral
material present dry manner,Negative
provide general overview,Neutral
dont strong feeling,Neutral
shallow information,Negative
complete 💯,Neutral
video lack originality,Negative
panda deserve special attention 😩😩😩😩,Negative
knew could,Positive
magical work,Positive
absolutely marvelous,Positive
splendid,Positive
quality suffices purpose,Neutral
acknowledge effort put create video,Neutral
process learn along run problem state interactive namespace empty rectify please,Neutral
content quality main thing make u watch video,Positive
rock,Positive
range4 4 employee,Neutral
neither great terrible,Neutral
boring,Negative
keep share valuable tip learn lot,Positive
inspirational,Positive
id rather watch documentary paint dry sit,Negative
absolutely sensational,Positive
viewer may find certain part interest,Neutral
perceptive,Positive
presenter voice irritate,Negative
neutral view video,Neutral
im neutral towards,Neutral
id rather tooth pull sit,Negative
absolutely outstanding,Positive
love training style contrast power point lecture do formal education old school love,Positive
information present video completely wrong,Negative
’ top,Positive
give basic understanding,Neutral
thank much educational video learn much,Positive
powerful argument,Positive
video like bad dream never end,Negative
thank really awesome tutorial,Positive
best video ever,Positive
dull,Negative
watch video like watch paint dry,Negative
material overly repetitive,Negative
opinion remain neutral,Neutral
find part video interest,Neutral
im indifferent towards,Neutral
watch video bad decision life,Negative
could benefit detailed explanation,Neutral
part contain valuable information,Neutral
breathtaking,Positive
neither impressive disappointing,Neutral
find 226 alien r jealous mankind humanity progress,Negative
pace steady,Neutral
video excellentthis remarkable video,Positive
love work,Positive
inspire,Positive
would someone tell complete course mean right approach watch video anddo jyupita noteboo,Neutral
instructor voice monotonous put sleep,Negative
tackle imputer function,Neutral
youre absolute inspiration,Positive
fantastic content,Positive
accomplishment,Positive
explanation unclear,Negative
presentation lack vitality,Negative
get certification complete course,Neutral
youre creative genius,Positive
ive never disappoint video,Negative
viewer may find certain section video engage others,Neutral
provide broad overview,Neutral
hello guy prior python knowledge experience require follow course everything python need explain video,Neutral
content difficult understand,Negative
well think,Positive
tediously long,Negative
neither exceptional terrible,Neutral
video fantastic,Positive
quality adequate purpose,Neutral
quality meet basic standard,Neutral
could benefit additional example,Neutral
ive see well educational content back cereal box,Negative
topic cover video diverse,Neutral
viewer may find certain section interest,Neutral
hi covid 19 data set practice put link download,Neutral
quality sufficient purpose,Neutral
guy watch whole video onceit kill chair,Negative
video flaw,Negative
focus,Positive
56872,Neutral
video feel like chore watch,Negative
overall neither outstanding subpar,Neutral
provide introduction,Neutral
love enthusiasm,Positive
bad great either,Neutral
material rush,Negative
quality adequate purpose,Neutral
pace video consistent throughout,Neutral
start today,Neutral
useful point video,Neutral
def getaveragemarksd avgmarks sum 0 avg 0 mark l sum floatmarks avg sum lenl avgmarksid avg,Neutral
fabulous idea,Positive
quality suffices purpose,Neutral
section contain useful information,Neutral
ive see engage educational content public access television,Negative
learn much,Positive
wonderful content,Positive
pace remain steady,Neutral
im neither impressed disappointed video,Neutral
motivate worker,Positive
awkward,Negative
provide general overview,Neutral
sound like oscar office u,Positive
blow away,Positive
🩵,Positive
video remarkable,Positive
helpful gate,Neutral
excellent job,Positive
im indifferent towards,Neutral
want time back watching garbage,Negative
exceptional,Positive
mam post lecture java,Neutral
pace remain steady,Neutral
video provide general overview subject matter,Neutral
start today,Neutral
shallow depth,Negative
absolutely breathtaking,Positive
pace remain steady,Neutral
stun,Positive
way think,Positive
id rather sit root canal watch,Negative
unengaging material,Negative
click vedio numpy pandas whole vedio teach python,Neutral
presenter explanation clear,Neutral
frustrate,Negative
content appear unbiased,Neutral
id rather watch grass grow sit torture,Negative
dont strong feeling towards,Neutral
proud,Positive
🤠,Positive
presenter communicate clearly,Neutral
dont strong feeling towards,Neutral
explanation lack depth,Negative
video bad high schoolers powerpoint presentation,Negative
wish classroom teaching also entertain easy understand,Positive
basic,Negative
winner,Positive
😔,Negative
pace remain consistent,Neutral
wonderful,Positive
im neutral towards video,Neutral
wonderful,Positive
dedication shine,Positive
viewer may find certain section engage,Neutral
🤩,Positive
amaze,Positive
video incredible,Positive
video present information straightforward manner,Neutral
brilliant,Positive
could use loop condition checkifnumeric function return false soon list item wasnt numeric,Neutral
youre creative powerhouse,Positive
video cover range relevant topic,Neutral
person legend,Positive
dumb concept,Negative
learn lot thank,Positive
smart,Positive
content disorganize,Negative
aspect well execute others,Neutral
quality sufficient purpose,Neutral
regret click video bad,Negative
